cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,staff_pick,spotlight,category & sub-category,category,subcategory,subcategory_id
1095,3565,Young and Sons,Innovative disintermediate encryption,2400,2400,successful,144,US,USD,2020-11-28 06:00:00+00:00,2021-02-28 06:00:00+00:00,False,False,journalism/audio,journalism,audio,subcat24
1067,1640,Henson PLC,Universal contextually-based knowledgebase,56800,56800,successful,2443,US,USD,2021-07-24 05:00:00+00:00,2021-08-08 05:00:00+00:00,False,True,food/food trucks,food,food trucks,subcat1
2676,4769,Garcia Group,Persevering interactive matrix,191000,191000,canceled,595,US,USD,2020-11-07 06:00:00+00:00,2021-03-15 05:00:00+00:00,True,True,film & video/shorts,film & video,shorts,subcat13
549,3398,"Adams, Walker and Wong",Seamless background framework,900,900,successful,64,US,USD,2020-03-24 05:00:00+00:00,2021-02-25 06:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
302,1865,Hopkins-Browning,Balanced upward-trending productivity,2500,2500,successful,268,US,USD,2020-05-30 05:00:00+00:00,2021-06-13 05:00:00+00:00,False,False,technology/wearables,technology,wearables,subcat9
2758,5690,"Bell, Edwards and Andersen",Centralized clear-thinking solution,3200,3200,successful,195,DK,DKK,2020-10-30 05:00:00+00:00,2021-11-15 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2450,3814,Morales Group,Optimized bi-directional extranet,183800,183800,failed,54,US,USD,2021-05-21 05:00:00+00:00,2022-01-07 06:00:00+00:00,False,False,film & video/animation,film & video,animation,subcat11
2310,2942,Lucero Group,Intuitive actuating benchmark,9800,9800,failed,120,US,USD,2020-07-14 05:00:00+00:00,2021-03-26 05:00:00+00:00,False,True,technology/wearables,technology,wearables,subcat9
2185,5095,"Smith, Brown and Davis",Devolved background project,193400,193400,failed,579,DK,DKK,2021-12-27 06:00:00+00:00,2022-01-14 06:00:00+00:00,False,False,technology/web,technology,web,subcat3
1929,2878,Hunt Group,Reverse-engineered executive emulation,163800,163800,failed,2072,US,USD,2021-01-08 06:00:00+00:00,2021-04-13 05:00:00+00:00,False,True,film & video/documentary,film & video,documentary,subcat5
1823,3697,Valdez Ltd,Team-oriented clear-thinking matrix,100,100,failed,0,US,USD,2020-06-17 05:00:00+00:00,2021-06-26 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
699,4744,Mccann-Le,Focused coherent methodology,153600,153600,failed,1796,US,USD,2021-02-01 06:00:00+00:00,2021-07-20 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
1926,2104,Johnson Inc,Reduced context-sensitive complexity,1300,1300,successful,186,AU,AUD,2020-06-01 05:00:00+00:00,2021-03-30 05:00:00+00:00,False,True,games/video games,games,video games,subcat12
2208,4883,Collins LLC,Decentralized 4thgeneration time-frame,25500,25500,successful,460,US,USD,2021-04-14 05:00:00+00:00,2021-12-07 06:00:00+00:00,False,False,film & video/drama,film & video,drama,subcat7
3136,4807,Smith-Miller,De-engineered cohesive moderator,7500,7500,failed,62,IT,EUR,2021-04-08 05:00:00+00:00,2021-05-19 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
1623,1372,Jensen-Vargas,Ameliorated explicit parallelism,89900,89900,failed,347,US,USD,2020-08-27 05:00:00+00:00,2021-04-06 05:00:00+00:00,False,True,publishing/radio & podcasts,publishing,radio & podcasts,subcat16
277,3666,"Robles, Bell and Gonzalez",Customizable background monitoring,18000,18000,successful,2528,US,USD,2021-08-10 05:00:00+00:00,2021-08-16 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
1522,2066,"Turner, Miller and Francis",Compatible well-modulated budgetary management,2100,2100,failed,19,US,USD,2020-12-26 06:00:00+00:00,2021-07-03 05:00:00+00:00,False,True,technology/web,technology,web,subcat3
2582,1834,Roberts Group,Up-sized radical pricing structure,172700,172700,successful,3657,US,USD,2021-01-06 06:00:00+00:00,2022-01-04 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
595,5853,White LLC,Robust zero-defect project,168500,168500,failed,1258,US,USD,2021-01-01 06:00:00+00:00,2022-01-22 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1060,2219,"Best, Miller and Thomas",Re-engineered mobile task-force,7800,7800,successful,131,AU,AUD,2021-06-06 05:00:00+00:00,2021-07-21 05:00:00+00:00,False,False,film & video/drama,film & video,drama,subcat7
2551,4148,Smith-Mullins,User-centric intangible neural-net,147800,147800,failed,362,US,USD,2020-12-22 06:00:00+00:00,2021-12-21 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
975,4477,Williams-Walsh,Organized explicit core,9100,9100,successful,239,US,USD,2020-06-26 05:00:00+00:00,2021-02-13 06:00:00+00:00,False,True,games/video games,games,video games,subcat12
300,1786,"Harrison, Blackwell and Mendez",Synchronized 6thgeneration adapter,8300,8300,canceled,35,US,USD,2021-07-10 05:00:00+00:00,2021-11-02 05:00:00+00:00,False,False,film & video/television,film & video,television,subcat20
1883,3455,"Sanchez, Bradley and Flores",Centralized motivating capacity,138700,138700,canceled,528,CH,CHF,2021-01-30 06:00:00+00:00,2021-10-19 05:00:00+00:00,False,True,music/rock,music,rock,subcat2
2973,5707,Cox LLC,Phased 24hour flexibility,8600,8600,failed,133,CA,CAD,2020-10-27 05:00:00+00:00,2021-06-27 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
1831,5470,Morales-Odonnell,Exclusive 5thgeneration structure,125400,125400,failed,846,US,USD,2020-09-03 05:00:00+00:00,2021-02-15 06:00:00+00:00,False,False,publishing/nonfiction,publishing,nonfiction,subcat10
3019,3274,Ramirez LLC,Multi-tiered maximized orchestration,5900,5900,successful,78,US,USD,2021-04-05 05:00:00+00:00,2021-06-12 05:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
1598,4613,Ramirez Group,Open-architected uniform instruction set,8800,8800,failed,10,US,USD,2020-12-12 06:00:00+00:00,2021-06-28 05:00:00+00:00,False,True,film & video/animation,film & video,animation,subcat11
1898,4465,Marsh-Coleman,Exclusive asymmetric analyzer,177700,177700,successful,1773,US,USD,2020-09-25 05:00:00+00:00,2021-03-23 05:00:00+00:00,False,True,music/rock,music,rock,subcat2
944,1652,"Frederick, Jenkins and Collins",Organic radical collaboration,800,800,successful,32,US,USD,2020-08-13 05:00:00+00:00,2021-05-22 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2775,2100,Wilson Ltd,Function-based multi-state software,7600,7600,successful,369,US,USD,2021-04-01 05:00:00+00:00,2021-11-07 05:00:00+00:00,False,True,film & video/drama,film & video,drama,subcat7
2021,4321,"Cline, Peterson and Lowery",Innovative static budgetary management,50500,50500,failed,191,US,USD,2021-03-12 06:00:00+00:00,2021-10-24 05:00:00+00:00,False,False,film & video/shorts,film & video,shorts,subcat13
1473,4168,"Underwood, James and Jones",Triple-buffered holistic ability,900,900,successful,89,US,USD,2020-08-02 05:00:00+00:00,2021-03-16 05:00:00+00:00,False,False,film & video/shorts,film & video,shorts,subcat13
353,3733,Johnson-Contreras,Diverse scalable superstructure,96700,96700,failed,1979,US,USD,2020-06-15 05:00:00+00:00,2021-05-29 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
400,2594,"Greene, Lloyd and Sims",Balanced leadingedge data-warehouse,2100,2100,failed,63,US,USD,2021-05-01 05:00:00+00:00,2021-09-02 05:00:00+00:00,False,False,technology/wearables,technology,wearables,subcat9
930,3909,Smith-Sparks,Digitized bandwidth-monitored open architecture,8300,8300,successful,147,US,USD,2021-09-20 05:00:00+00:00,2021-09-27 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
1281,5179,Rosario-Smith,Enterprise-wide intermediate portal,189200,189200,failed,6080,CA,CAD,2021-05-16 05:00:00+00:00,2021-07-22 05:00:00+00:00,False,False,film & video/animation,film & video,animation,subcat11
726,2228,"Avila, Ford and Welch",Focused leadingedge matrix,9000,9000,failed,80,GB,GBP,2020-05-24 05:00:00+00:00,2021-05-26 05:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
2177,6222,Gallegos Inc,Seamless logistical encryption,5100,5100,failed,9,US,USD,2020-04-29 05:00:00+00:00,2021-04-04 05:00:00+00:00,False,False,games/video games,games,video games,subcat12
1652,2354,"Morrow, Santiago and Soto",Stand-alone human-resource workforce,105000,105000,failed,1784,US,USD,2021-05-05 05:00:00+00:00,2021-05-26 05:00:00+00:00,False,True,publishing/fiction,publishing,fiction,subcat14
65,1725,Berry-Richardson,Automated zero tolerance implementation,186700,186700,live,3640,CH,CHF,2020-05-28 05:00:00+00:00,2021-05-29 05:00:00+00:00,False,False,games/video games,games,video games,subcat12
911,2960,Cordova-Torres,Pre-emptive grid-enabled contingency,1600,1600,successful,126,CA,CAD,2021-01-25 06:00:00+00:00,2021-02-05 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2082,2077,"Holt, Bernard and Johnson",Multi-lateral didactic encoding,115600,115600,successful,2218,GB,GBP,2021-01-04 06:00:00+00:00,2021-04-11 05:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
458,5662,"Clark, Mccormick and Mendoza",Self-enabling didactic orchestration,89100,89100,failed,243,US,USD,2021-05-23 05:00:00+00:00,2021-06-25 05:00:00+00:00,False,True,film & video/drama,film & video,drama,subcat7
1085,3481,Garrison LLC,Profit-focused 24/7 data-warehouse,2600,2600,successful,202,IT,EUR,2021-01-28 06:00:00+00:00,2022-01-02 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
1451,2565,Shannon-Olson,Enhanced methodical middleware,9800,9800,successful,140,IT,EUR,2020-10-14 05:00:00+00:00,2021-05-30 05:00:00+00:00,False,False,publishing/fiction,publishing,fiction,subcat14
1068,4436,Murillo-Mcfarland,Synchronized client-driven projection,84400,84400,successful,1052,DK,DKK,2020-10-10 05:00:00+00:00,2021-04-18 05:00:00+00:00,True,True,film & video/documentary,film & video,documentary,subcat5
241,5072,"Young, Gilbert and Escobar",Networked didactic time-frame,151300,151300,failed,1296,US,USD,2020-10-11 05:00:00+00:00,2021-06-07 05:00:00+00:00,False,False,games/mobile games,games,mobile games,subcat21
2654,5200,"Thomas, Welch and Santana",Assimilated exuding toolset,9800,9800,failed,77,US,USD,2021-01-13 06:00:00+00:00,2021-05-05 05:00:00+00:00,False,True,food/food trucks,food,food trucks,subcat1
159,4502,Brown-Pena,Front-line client-server secured line,5300,5300,successful,247,US,USD,2020-03-08 06:00:00+00:00,2021-02-26 06:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
1010,4945,"Holder, Caldwell and Vance",Polarized systemic Internet solution,178000,178000,failed,395,IT,EUR,2020-09-17 05:00:00+00:00,2021-05-25 05:00:00+00:00,False,False,games/mobile games,games,mobile games,subcat21
1807,3012,Harrison-Bridges,Profit-focused exuding moderator,77000,77000,failed,49,GB,GBP,2021-03-04 06:00:00+00:00,2021-09-21 05:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
1135,6094,"Johnson, Murphy and Peterson",Cross-group high-level moderator,84900,84900,failed,180,US,USD,2021-01-28 06:00:00+00:00,2021-08-11 05:00:00+00:00,False,False,games/video games,games,video games,subcat12
1859,3815,Taylor Inc,Public-key 3rdgeneration system engine,2800,2800,successful,84,US,USD,2020-08-02 05:00:00+00:00,2021-05-24 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
1265,4838,Deleon and Sons,Organized value-added access,184800,184800,failed,2690,US,USD,2021-01-11 06:00:00+00:00,2021-12-28 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2648,3469,"Benjamin, Paul and Ferguson",Cloned global Graphical User Interface,4200,4200,successful,88,US,USD,2020-12-17 06:00:00+00:00,2021-08-09 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
141,4874,Hardin-Dixon,Focused solution-oriented matrix,1300,1300,successful,156,US,USD,2021-06-20 05:00:00+00:00,2022-01-31 06:00:00+00:00,False,False,film & video/drama,film & video,drama,subcat7
1944,1792,York-Pitts,Monitored discrete toolset,66100,66100,successful,2985,US,USD,2021-10-19 05:00:00+00:00,2022-02-23 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
3187,4356,Jarvis and Sons,Business-focused intermediate system engine,29500,29500,successful,762,US,USD,2021-05-21 05:00:00+00:00,2021-07-20 05:00:00+00:00,False,False,technology/wearables,technology,wearables,subcat9
1436,6196,Morrison-Henderson,De-engineered disintermediate encoding,100,100,canceled,1,CH,CHF,2021-06-18 05:00:00+00:00,2021-11-12 06:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
1384,3578,Martin-James,Streamlined upward-trending analyzer,180100,180100,failed,2779,AU,AUD,2021-01-11 06:00:00+00:00,2021-03-30 05:00:00+00:00,False,True,technology/web,technology,web,subcat3
2446,4491,"Mercer, Solomon and Singleton",Distributed human-resource policy,9000,9000,failed,92,US,USD,2020-12-04 06:00:00+00:00,2021-05-27 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2215,3054,"Dougherty, Austin and Mills",De-engineered 5thgeneration contingency,170600,170600,failed,1028,US,USD,2020-12-11 06:00:00+00:00,2021-05-26 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
2704,1968,Ritter PLC,Multi-channeled upward-trending application,9500,9500,successful,554,CA,CAD,2020-12-25 06:00:00+00:00,2021-07-12 05:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
2470,5869,Anderson Group,Organic maximized database,6300,6300,successful,135,DK,DKK,2020-05-09 05:00:00+00:00,2021-05-01 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
1056,5858,Smith and Sons,Grass-roots 24/7 attitude,5200,5200,successful,122,US,USD,2020-04-01 05:00:00+00:00,2021-03-01 06:00:00+00:00,False,True,publishing/translations,publishing,translations,subcat19
1278,5203,Lam-Hamilton,Team-oriented global strategy,6000,6000,successful,221,US,USD,2021-06-14 05:00:00+00:00,2021-08-18 05:00:00+00:00,False,True,film & video/science fiction,film & video,science fiction,subcat23
2987,2577,Ho Ltd,Enhanced client-driven capacity,5800,5800,successful,126,US,USD,2020-08-03 05:00:00+00:00,2021-03-30 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
417,3216,"Brown, Estrada and Jensen",Exclusive systematic productivity,105300,105300,successful,1022,US,USD,2020-09-19 05:00:00+00:00,2021-05-22 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
670,2037,Hunt LLC,Re-engineered radical policy,20000,20000,successful,3177,US,USD,2021-06-21 05:00:00+00:00,2022-02-07 06:00:00+00:00,False,False,film & video/animation,film & video,animation,subcat11
1427,3867,Fowler-Smith,Down-sized logistical adapter,3000,3000,successful,198,CH,CHF,2021-03-03 06:00:00+00:00,2021-11-19 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2918,5109,Blair Inc,Configurable bandwidth-monitored throughput,9900,9900,failed,26,CH,CHF,2021-02-05 06:00:00+00:00,2021-11-04 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
306,1376,"Kelley, Stanton and Sanchez",Optional tangible pricing structure,3700,3700,successful,85,AU,AUD,2021-03-29 05:00:00+00:00,2021-09-29 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
1714,5260,Hernandez-Macdonald,Organic high-level implementation,168700,168700,failed,1790,US,USD,2020-04-27 05:00:00+00:00,2021-05-18 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1354,2350,Joseph LLC,Decentralized logistical collaboration,94900,94900,successful,3596,US,USD,2021-01-20 06:00:00+00:00,2021-05-11 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
810,2269,Webb-Smith,Advanced content-based installation,9300,9300,failed,37,US,USD,2021-09-04 05:00:00+00:00,2021-11-29 06:00:00+00:00,False,True,music/electric music,music,electric music,subcat6
304,3650,Johns PLC,Distributed high-level open architecture,6800,6800,successful,244,US,USD,2020-11-01 05:00:00+00:00,2021-06-12 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
752,3934,Hardin-Foley,Synergized zero tolerance help-desk,72400,72400,successful,5180,US,USD,2020-06-21 05:00:00+00:00,2021-05-21 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2254,4048,"Fischer, Fowler and Arnold",Extended multi-tasking definition,20100,20100,successful,589,IT,EUR,2021-06-08 05:00:00+00:00,2022-01-21 06:00:00+00:00,False,False,film & video/animation,film & video,animation,subcat11
1654,4266,Martinez-Juarez,Realigned uniform knowledge user,31200,31200,successful,2725,US,USD,2021-06-07 05:00:00+00:00,2021-10-31 05:00:00+00:00,False,True,music/rock,music,rock,subcat2
2729,3863,Wilson and Sons,Monitored grid-enabled model,3500,3500,failed,35,IT,EUR,2021-05-16 05:00:00+00:00,2021-10-11 05:00:00+00:00,False,False,film & video/shorts,film & video,shorts,subcat13
913,4922,Clements Group,Assimilated actuating policy,9000,9000,canceled,94,US,USD,2021-02-10 06:00:00+00:00,2021-04-08 05:00:00+00:00,False,True,music/rock,music,rock,subcat2
1388,4517,Valenzuela-Cook,Total incremental productivity,6700,6700,successful,300,US,USD,2021-01-04 06:00:00+00:00,2021-10-04 05:00:00+00:00,False,False,journalism/audio,journalism,audio,subcat24
76,3259,"Parker, Haley and Foster",Adaptive local task-force,2700,2700,successful,144,US,USD,2020-06-25 05:00:00+00:00,2021-05-27 05:00:00+00:00,False,True,food/food trucks,food,food trucks,subcat1
1172,3123,Fuentes LLC,Universal zero-defect concept,83300,83300,failed,558,US,USD,2021-04-09 05:00:00+00:00,2021-11-29 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
2579,3870,Moran and Sons,Object-based bottom-line superstructure,9700,9700,failed,64,US,USD,2021-05-10 05:00:00+00:00,2021-06-30 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2371,2996,Stevens Inc,Adaptive 24hour projection,8200,8200,canceled,37,US,USD,2021-10-08 05:00:00+00:00,2021-11-27 06:00:00+00:00,False,False,music/jazz,music,jazz,subcat18
359,2993,Martinez-Johnson,Sharable radical toolset,96500,96500,failed,245,US,USD,2021-04-29 05:00:00+00:00,2021-12-14 06:00:00+00:00,False,False,film & video/science fiction,film & video,science fiction,subcat23
1423,4556,Franklin Inc,Focused multimedia knowledgebase,6200,6200,successful,87,US,USD,2020-05-01 05:00:00+00:00,2021-04-13 05:00:00+00:00,False,False,music/jazz,music,jazz,subcat18
2239,2326,Perez PLC,Seamless 6thgeneration extranet,43800,43800,successful,3116,US,USD,2020-06-28 05:00:00+00:00,2021-06-05 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1835,4109,"Sanchez, Cross and Savage",Sharable mobile knowledgebase,6000,6000,failed,71,US,USD,2021-02-15 06:00:00+00:00,2021-05-05 05:00:00+00:00,False,False,technology/web,technology,web,subcat3
2097,5739,Pineda Ltd,Cross-group global system engine,8700,8700,failed,42,US,USD,2020-08-11 05:00:00+00:00,2021-10-08 05:00:00+00:00,False,True,games/video games,games,video games,subcat12
1165,5887,Powell and Sons,Centralized clear-thinking conglomeration,18900,18900,successful,909,US,USD,2020-10-17 05:00:00+00:00,2021-07-31 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
1368,1651,Nunez-Richards,De-engineered cohesive system engine,86400,86400,successful,1613,US,USD,2020-10-12 05:00:00+00:00,2021-10-21 05:00:00+00:00,False,False,technology/web,technology,web,subcat3
2331,1628,Pugh LLC,Reactive analyzing function,8900,8900,successful,136,US,USD,2020-08-15 05:00:00+00:00,2021-07-04 05:00:00+00:00,False,False,publishing/translations,publishing,translations,subcat19
3145,2642,Rowe-Wong,Robust hybrid budgetary management,700,700,successful,130,US,USD,2021-07-16 05:00:00+00:00,2021-12-17 06:00:00+00:00,False,False,music/rock,music,rock,subcat2
2313,6020,Williams-Santos,Open-source analyzing monitoring,9400,9400,failed,156,CA,CAD,2021-01-15 06:00:00+00:00,2021-04-08 05:00:00+00:00,False,True,food/food trucks,food,food trucks,subcat1
251,4747,Weber Inc,Up-sized discrete firmware,157600,157600,failed,1368,GB,GBP,2021-01-13 06:00:00+00:00,2021-11-02 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1956,5534,"Avery, Brown and Parker",Exclusive intangible extranet,7900,7900,failed,102,US,USD,2020-08-11 05:00:00+00:00,2021-06-25 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
1575,4790,Cox Group,Synergized analyzing process improvement,7100,7100,failed,86,AU,AUD,2021-01-20 06:00:00+00:00,2021-04-29 05:00:00+00:00,False,False,publishing/radio & podcasts,publishing,radio & podcasts,subcat16
1917,4632,Jensen LLC,Realigned dedicated system engine,600,600,successful,102,US,USD,2020-10-27 05:00:00+00:00,2021-09-11 05:00:00+00:00,False,False,games/video games,games,video games,subcat12
2447,1952,Brown Inc,Object-based bandwidth-monitored concept,156800,156800,failed,253,US,USD,2021-09-19 05:00:00+00:00,2021-12-04 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1813,4388,Hale-Hayes,Ameliorated client-driven open system,121600,121600,successful,4006,US,USD,2021-01-05 06:00:00+00:00,2021-11-27 06:00:00+00:00,False,False,film & video/animation,film & video,animation,subcat11
367,5529,Mcbride PLC,Upgradable leadingedge Local Area Network,157300,157300,failed,157,US,USD,2020-10-18 05:00:00+00:00,2021-02-25 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
1803,1316,Harris-Jennings,Customizable intermediate data-warehouse,70300,70300,successful,1629,US,USD,2021-05-01 05:00:00+00:00,2021-09-16 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
284,1670,Becker-Scott,Managed optimizing archive,7900,7900,failed,183,US,USD,2021-12-23 06:00:00+00:00,2021-12-26 06:00:00+00:00,False,True,film & video/drama,film & video,drama,subcat7
2603,4909,"Todd, Freeman and Henry",Diverse systematic projection,73800,73800,successful,2188,US,USD,2020-10-17 05:00:00+00:00,2021-06-01 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
653,3401,"Martinez, Garza and Young",Up-sized web-enabled info-mediaries,108500,108500,successful,2409,IT,EUR,2021-01-06 06:00:00+00:00,2021-10-27 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
1131,4619,Smith-Ramos,Persevering optimizing Graphical User Interface,140300,140300,failed,82,DK,DKK,2020-09-20 05:00:00+00:00,2021-06-27 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
349,4722,Brown-George,Cross-platform tertiary array,100,100,failed,1,GB,GBP,2021-04-20 05:00:00+00:00,2021-06-30 05:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
2509,2188,Waters and Sons,Inverse neutral structure,6300,6300,successful,194,US,USD,2021-08-12 05:00:00+00:00,2022-01-16 06:00:00+00:00,True,False,technology/wearables,technology,wearables,subcat9
3139,5497,Brown Ltd,Quality-focused system-worthy support,71100,71100,successful,1140,US,USD,2020-11-08 06:00:00+00:00,2021-05-21 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
480,5711,"Christian, Yates and Greer",Vision-oriented 5thgeneration array,5300,5300,successful,102,US,USD,2021-02-16 06:00:00+00:00,2021-11-04 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1205,4076,"Cole, Hernandez and Rodriguez",Cross-platform logistical circuit,88700,88700,successful,2857,US,USD,2021-03-27 05:00:00+00:00,2021-10-01 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
291,1847,"Ortiz, Valenzuela and Collins",Profound solution-oriented matrix,3300,3300,successful,107,US,USD,2021-01-04 06:00:00+00:00,2021-07-28 05:00:00+00:00,False,False,publishing/nonfiction,publishing,nonfiction,subcat10
1758,2816,Valencia PLC,Extended asynchronous initiative,3400,3400,successful,160,GB,GBP,2021-05-13 05:00:00+00:00,2021-08-21 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
766,5019,"Gordon, Mendez and Johnson",Fundamental needs-based frame,137600,137600,successful,2230,US,USD,2020-08-29 05:00:00+00:00,2021-08-05 05:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
569,4869,Johnson Group,Compatible full-range leverage,3900,3900,successful,316,US,USD,2021-02-28 06:00:00+00:00,2021-05-08 05:00:00+00:00,False,True,music/jazz,music,jazz,subcat18
50,3613,Rose-Fuller,Upgradable holistic system engine,10000,10000,successful,117,US,USD,2021-09-28 05:00:00+00:00,2021-10-04 05:00:00+00:00,False,False,film & video/science fiction,film & video,science fiction,subcat23
1875,3069,"Hughes, Mendez and Patterson",Stand-alone multi-state data-warehouse,42800,42800,successful,6406,US,USD,2021-09-30 05:00:00+00:00,2022-02-01 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
3040,2601,"Brady, Cortez and Rodriguez",Multi-lateral maximized core,8200,8200,canceled,15,US,USD,2021-03-05 06:00:00+00:00,2021-07-02 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
179,2133,"Wang, Nguyen and Horton",Innovative holistic hub,6200,6200,successful,192,US,USD,2021-09-10 05:00:00+00:00,2021-11-05 05:00:00+00:00,False,False,music/electric music,music,electric music,subcat6
114,3164,"Santos, Williams and Brown",Reverse-engineered 24/7 methodology,1100,1100,successful,26,CA,CAD,2020-08-21 05:00:00+00:00,2021-08-03 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
260,3897,Barnett and Sons,Business-focused dynamic info-mediaries,26500,26500,successful,723,US,USD,2021-04-06 05:00:00+00:00,2021-12-17 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1810,5663,Petersen-Rodriguez,Digitized clear-thinking installation,8500,8500,successful,170,IT,EUR,2021-06-28 05:00:00+00:00,2021-11-20 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
68,3879,Burnett-Mora,Quality-focused 24/7 superstructure,6400,6400,successful,238,GB,GBP,2020-09-06 05:00:00+00:00,2021-08-01 05:00:00+00:00,False,True,music/indie rock,music,indie rock,subcat8
1148,5900,King LLC,Multi-channeled local intranet,1400,1400,successful,55,US,USD,2021-01-18 06:00:00+00:00,2021-12-31 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2489,2272,Miller Ltd,Open-architected mobile emulation,198600,198600,failed,1198,US,USD,2020-11-10 06:00:00+00:00,2021-10-30 05:00:00+00:00,False,False,publishing/nonfiction,publishing,nonfiction,subcat10
1586,5436,Case LLC,Ameliorated foreground methodology,195900,195900,failed,648,US,USD,2020-02-28 06:00:00+00:00,2021-03-01 06:00:00+00:00,True,True,theater/plays,theater,plays,subcat4
2339,3676,"Swanson, Wilson and Baker",Synergized well-modulated project,4300,4300,successful,128,AU,AUD,2021-02-25 06:00:00+00:00,2021-05-07 05:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
1687,4676,"Dean, Fox and Phillips",Extended context-sensitive forecast,25600,25600,successful,2144,US,USD,2021-12-03 06:00:00+00:00,2021-12-31 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1260,1563,Smith-Smith,Total leadingedge neural-net,189000,189000,failed,64,US,USD,2021-03-10 06:00:00+00:00,2021-05-26 05:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
2240,4349,"Smith, Scott and Rodriguez",Organic actuating protocol,94300,94300,successful,2693,GB,GBP,2020-04-24 05:00:00+00:00,2021-02-24 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1762,1658,"White, Robertson and Roberts",Down-sized national software,5100,5100,successful,432,US,USD,2020-05-09 05:00:00+00:00,2021-05-22 05:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
331,2552,Martinez Inc,Organic upward-trending Graphical User Interface,7500,7500,failed,62,US,USD,2020-07-05 05:00:00+00:00,2021-06-08 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
